cohort,cross_count,expected_action,expected_state,family,legacy_cost,legacy_state,necessary_cost,observed_action,observed_state,pass,permutation_equal,same_count,seed
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206310
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206311
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206312
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206313
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206314
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206315
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206316
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206317
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206318
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206319
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206320
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206321
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206322
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206323
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206324
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206325
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206326
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206327
REPLICATION,1,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,D2,,,inf,q1,NO_DECISION_IDENTIFYING_INFORMATION_CHANNEL,True,,1,206328
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,27.71961815389439,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207201
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.73166470357292,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207202
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,46.649438802686724,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207203
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,33.584334043198446,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207204
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,32.78588373844081,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207205
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,27.318473849059345,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207206
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,45.60927514144065,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207207
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,30.94791082077334,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207208
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,42.37158187284441,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207209
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,26.361729992307083,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207210
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,49.04926350831775,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207211
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,39.44417162867033,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207212
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,28.026351117857924,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207213
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,39.53714211375689,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207214
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,47.659180443269655,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207215
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,55.92138107458544,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207216
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,42.922112398528625,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207217
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,43.52171897049155,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207218
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.55839915228578,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207219
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,48.336564444603354,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207220
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,33.00625993069782,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207221
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,34.92982124337757,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207222
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,33.97837009263544,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207223
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,38.414068581004756,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207224
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,34.514098964470115,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207225
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,36.22798253694038,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207226
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,38.10667996226952,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207227
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,48.0891584788139,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207228
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,38.333018185205496,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207229
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,34.56052645466671,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207230
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,25.513182352175058,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207231
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.99681710504204,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207232
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,34.97760491701216,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207233
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,41.686113485540886,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207234
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,41.66808712492517,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207235
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,36.56180060625876,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207236
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,35.36033148960739,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207237
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,39.65485061155874,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207238
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.764687892064046,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207239
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,39.83436825753932,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207240
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,39.1838221154022,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207241
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,36.21036115318162,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207242
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,36.437509972889174,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207243
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,41.764531423373924,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207244
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,47.09843102147943,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207245
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,45.47840106033474,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207246
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,42.03592992553291,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207247
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.51333355161077,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207248
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,36.35392196112918,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207249
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,54.84705616230013,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207250
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,30.06409880060347,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207251
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,42.632144122828294,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207252
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,32.264386357829586,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207253
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.58814293551873,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207254
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,50.5840941577046,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207255
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,42.16942139392395,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207256
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,30.95978530712824,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207257
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,51.00995304798475,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207258
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,38.62596961117859,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207259
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,48.59999419635568,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207260
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,44.11282860221699,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207261
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,53.328333037683656,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207262
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,44.50160885352694,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207263
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,41.5960871298633,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207264
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,32.58775772024135,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207265
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,44.023276552940686,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207266
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,43.8204993409597,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207267
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,45.69060786767904,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207268
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,36.25145905221809,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207269
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,46.587130355538065,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207270
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,34.26154756555317,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207271
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.63668594864538,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207272
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,28.966742056569093,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207273
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,40.267052769338456,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207274
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,44.25299388098799,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207275
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,35.06512431874233,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207276
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,43.08826629453411,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207277
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,34.69848441824007,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207278
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,40.475216310959105,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207279
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,32.28891647963692,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207280
REPLICATION,1,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,37.77856847519086,q2,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207281
REPLICATION,1,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,D3,,,46.18506646355357,q1,ACQUIRE_DECISION_RELEVANT_EVIDENCE_BUDGET_NOT_RULED_OUT_BY_CONVERSE,True,,0,207282
